pid,comment,Sentiment_for_model
1837,"@jonas Kindly use compact format as my screen is small and difficult to scroll left, right, top, bottom. There is just too much empty space everywhere.",Neutral
1838,"@rajni123 They can use either (1) balloting (2) round robbin (3) average down (4) fifo, or any assumed fair algo of FS's choice",Neutral
1846,@tt I am not very sure what do you mean. Would you mind to attach the printed screen? Thanks.,Neutral
1847,"@jonhan There will only be one previous month. In other words, 7 fixed boxes (1 previous month + 6 months ahead). If the repayment has been postponed to next month, let say June, then we should sum them in June section.   My concern are for those that expected to pay in previous month and not delayed (eg: suppose to pay on 30 May 2018, and require 5 days processing time), let say May 2018,  should still be tracked and remain in May 2018 section. Otherwise, there might be untraceable orphan happened.    Thanks.",Neutral
1848,"@bendahara I think we can get those information from [Statements](https://fundingsocieties.com.my/admin-investor/statement). Otherwise, it might be full of messages in the note content.  :)  Perhaps, for me, we must be alerted for those late repayment which might turning into default. If we saw the notes appears in the portfolio, we know there is something bad happened.   If possible, I think we should show different colour of note icon to show if there is new note for the current month. Or to be simpler, if we can't detect which note has been read and which is unread, as long as there is note for the current month, show orange note icon.   Thanks.",Neutral
1851,"@yingyme Something equivalent like this. ""https://www.ocbc.com/personal-banking/online-banking/fast.html"" OCBC Fast transfer which is really fast.  :)",Positive
1852,"um mine was 100% Malaysia since I'm on FS Malaysia. The 'late' story does not always applies to FS Malaysia. For example I have one note, which one of the instalment date should be on 2018-05-15, FS given an extension until 2018-05-23, but they only actually paid on 2018-06-05, which is beyond the 7-day grace period on top of the free extension FS Malaysia is giving. But no late interest paid. Maybe FS took it as their bonus, we won't know.",Negative
1853,"@rajni123 said in [MBBT\-17120065 Borrower ID \- 143412](/post/1785): > > Same as FS. Talk to borrower then charges late fees. Don't think banks go to court immediately. >  > @2387581  > Yes going to court immediately is a bad idea. Its better for the company stays in operation and focus on improving their cash flow rather than fighting battles in court. That's a sure fire way to destroy relationships and bankrupting companies. Just my 2 cents.  I think this has something to do with their integrity, since they have been consistently late in doing repayments. In business, integrity is more important than relationship, and in this note which I am referring to (not the one mentioned in the title) there is no late charges anyway. As a banker I don't mind liquidate a company if the people running the company are incapable of managing cash flow. But who am I.",Neutral
1854,"@tt I think all people here are assuming FS have an algo..maybe they have no idea as well, hence they have been silent about it because they don't know what is happening.",Neutral
1855,"@jonas if you use gmail, you can try changing the setting between 'compact' and 'comfortable' display. That way you would understand what it means.  For example, do we really need such a huge box for the RMxx / month? (white box in the first image) Also the boxes of the 'Your investments' and 'Repayment status' are too big. The rows of the detailed listing can be more compact too.",Negative
1856,"Another suggestion I would give is that make the investment note (last column) to be always available even when we click to expand that particular loan. It is very frustrating that the button disappears when you expand, and when you want to check again you have to collapse the list.",Negative
1857,"@2387581  Yes, you are right. After reading your message, i checked MBBT-18020006 for all the details.   - 15 Apr repayment was delayed and got repaid on 25 Apr (10days later) with Late Interest. - 15 May repayment was delayed and got repaid on 05 June (20days later) with NO Late Interest.  There is no consistency there and the logic does not make sense.",Negative
1859,"@2387581 I see. Your suggestion is more towards the UI layout of the page. I think they are using CSS class template library which is to maintain the consistency of every page. But yes, perhaps FS should consider to make the whitespace smaller. Thanks! :)",Neutral
1860,@2387581 Agreed. :) I think the note button should stay when we expand the row.,Neutral
1878,"Another possible enhancement is that to provide a button for user to export the filtered portfolio in details (after expanding every row) into a CSV file. This way, I can easily use the data for own tracking purpose. Thanks.",Neutral
1879,PayNow and FAST are really convenient,Positive
1885,@vamsi7 i think you guys had really fixed the freezing issue as this Fri i login and tried to invest no lagging but i was allowed to invest. Why is this so?,Positive
1890,*** Update *** On MBBT-18020006. Repayment for 15 May was repaid on 05 June. Late interest was paid on 08 June.,Neutral
1907,"Repayment Note: 2018-05-23 12:43:11 The repayment due on 22 May is expected to be late due to a slow down in sales as most clients are waiting for the new GST rate to take effect before placing orders and making payments. Tentative repayment date is 10 June, with late Interest as well.  So let's see the update today. =)",Neutral
1916,Failed to repay the overdue and late-payment on 11 June.,Negative
1920,"Instead of just putting PER in the comment for the early loan redemption, can i suggest to include the date inside the comment for easier reference and calculation instead of having to refer to the statement generated",Neutral
1922,"It is at today where we have a minimum sum investment of $20 dollars.   As an experiment, I had let the minimum $20 dollars auto investment run.   The maximum investment in this case is $50 dollars. I had tried to invest $30 into the deal only to discovered that the minimum increment is $50 but it prevent me from doing manual investment cos I hit the maximum.   So will let to find out   If I uses the minimum investment of $20, I will not be able to invest if the maximum for that deal is $50?   The only way I can do the maximum investment is when I opt out the auto investment?  I had tried to adjust on the auto investment only to find that the auto investment specific amount is at least $100?  There are no maximum amount filiter allow as well?",Neutral
1924,Interesting that it works. Thanks for the quick reply,Positive
1925,It is even worse when there is no new loans to invest in FSMY.,Negative
1927,@ktinvest no update so far.. lol..,Neutral
1928,"@toh-eric Yea.. true, slow down recently...",Negative
1931,"Latest update (2018-06-13 10:10:45) Dear investors, cheque for repayment dated 10.06.2018 has been banked in and will be cleared on 13.06.2018",Neutral
1933,Where can I see notifications about late payment status ? I did not receive any emails,Neutral
1934,"@k555 you can check either via webpage version > Portfolio > See all > Look for the financing > Click on a note symbol on the right OR via Mobile app > tap on Portfolio (second logo at the bottom) > Portfolio Details > Tap on ""View All Repayment Notes (Only available for those with these notes)",Neutral
1936,@vamsi7 I've always wanted to check Total Net Receivables (Due to receive) for my entire portfolio in FS. Do you think FS team is able to work out and have this data for investor's convenience?,Neutral
1937,"Hi, even though I have opted for auto allocation,  I notice that I am not being auto allocated for yesterday's and today's opportunities.  When I try manually,  at 4pm, it is rejected.  Anyone else facing this.",Negative
1938,"Me too! On both occasions I got ""The loan amount is too small, and you will be prioritized accordingly in the next loan based on our algorithm"" However as today's loan was not really a small one, manual investment went through successfully.",Negative
1939,@alistair-black Is this for FS Malaysia or Singapore? I'm in FS Singapore and I got the same message for today's loan (14 Jun) at 6pm.  I did get allocated for the last two loans for $20 each.,Neutral
1940,"@alistair-black   I accepted that.  I login and refreshed at 6pm instantly gone before I even see the bar moving.   This meant that  maximum 2,000 people is ahead of me within 5 second login.   It make me wonder but I accept it for now since this is the first one I missed.   The best way ahead will be I will diversify along with other platform as well.",Negative
1941,@milos  Sorry I should have said that this was for FS Malaysia. It would help if we could all remember to specify which FS we are talking about to avoid confusion.,Neutral
1942,"@alistair-black how did you do manual investment. At what time?  I checked just after 4pm and my mobile app indicated ""complete"". Just wondering how you managed it.",Neutral
1943,"2018-06-14 15:52:39 Dear investor, the repayment due on the 22 May'18 in the amount of RM 38,000.00 is still outstanding. This is because the Issuer is unable to complete the repayment as promised by 13th June due to slower than expected sales and collections. However, issuer has promised to repay on the 29/6/18 including late interest fees. Thank you for your understanding. Have a nice day.  First time encountering 2 months in arrears... by this repayment methods, it feels like this issuer is towards default (3 months) down the road.. Is it because the issuer has too many government projects? Hmmm... sad.. please FS, please ensure them paying...",Neutral
1944,"@rajpuga I think the answer here is FFF - fast finger first. I usually have the investment page open a few minutes before 4pm. I also have the PC clock showing. At 1600 I keep refreshing till the invest button shows and then, well you know the rest!  I have yet to see this appear on time, hence the need to keep trying. My problem now is that I have more repayments than new loan opportunities, so my cash balance is increasing.",Neutral
1945,"@alistair-black  > Sorry I should have said that this was for FS Malaysia. It would help if we could all remember to specify which FS we are talking about to avoid confusion.  Or we can ask the admin to create separate categories for FS Malaysia and Singapore.  FFF - fast finger first, yeah totally. And you need a lot of luck too.",Neutral
1946,Total Net Receivables => Is this the same as your outstanding principal ? or outstanding principal plus interest? @josephyiong,Neutral
1947,@rajni123 outstanding inclusive of Net interest (after deducting service fee).,Neutral
1948,I hope FS will take note of these habitual late payers and not lend again to them. We don't want everyone to start abusing the late payment grace period.,Neutral
1949,yup. i was auto allocated $50 and after it opens up to everyone. I could invest further.,Neutral
1950,@vamsi7 yup. i was auto allocated $50 and after it opens up to everyone. I could invest further.,Neutral
1952,@alistair-black   Already on that liao. Exact time and less than 5 sec over liao lol,Neutral
1953,"Currently the FSMY website designed made it difficult when you wish to refresh/reload the investment opportunities page, especially for Invoice Financing, as it pops an animated graphic and reload the page to show Business Term Financing.  So if you want to do manual investment, use the mobile version, just keep sliding the page down few minutes before the opening time. I used mobile for manual investment into the loan which happened yesterday.",Neutral
1957,Oh that’s great,Positive
1962,"Sorry but I have to rant. :)  This borrower likes to do early payment then avail of a new loan at the same time.  What do you think of this scheme? Rate seems to be the same. Though balance increased. Why not just add a new tranche so as not to upset current lenders? We know how hard it is to get a loan allocation in FS these days.  I missed palcing on the “refinancing” so its like getting booted out from a comfy loan while others benefited.  On the flip side, the borrower’s financials are deteriorating.  Strong cash flow from business but not really making money anymore and have negative equity due to yearly loss from rapid expansion.  The DP probability of default has increased.  Maybe just sour-graping.",Negative
1964,"To my understanding there is also penalised payment, 1% or so, they have to pay on top of normal interest if they make early payment",Neutral
1966,They paid me prepayment fee but forgone all future interest.  So less earning overall. Now I’m stuck with a lot of idle cash. :D,Negative
1968,"@edn   IIRC, there are no early repayment penalty if it falls within a certain time frame.",Neutral
1978,@Bendahara  Do you have any idea how long the time frame is? Or is it unique for each loan?,Neutral
1980,@rajpuga yesssss me too! For a couple of opportunities in a row. Wonder how the auto prioritization is working...,Neutral
1983,"@sean-fs repayment due on 22-Apr was settled on 21-May: 29 days late repayment due on 22-May is expected to be settled on 29-Jun: 38 days late repayment due on 22-Jun: No status  My point is the late payment duration is gradually increasing here. I'm not saying it is already default, but ""toward"" default. Anyway, noted on the explanation. Thanks for responding. =)",Negative
1990,@edn said in [SBBT\-18050028](/post/1978): > @Bendahara  > Do you have any idea how long the time frame is? Or is it unique for each loan?  No idea but think their contract may state,Neutral
1991,"@vamsi7 said in [Auto allocation failure](/post/1975): > @rajpuga hello! sorry to hear that you haven't been auto allocated in previous deals. Hold tight, you would be higher in the priority for the next deal. > @Alistair-Black Glad to hear that your investment went through.  > @Bendahara interesting, how did you arrive at that estimate?  For the loan, the maximum was 50 dollars and iirc the loan amount was 100k. Hence the maximum number of people to be accepted will be 2,000 people. As for the 5 second thing, I login to the system, it was through at six pm no lagging but already taken up. 5 second is an estimate from login all the way to the loan page.   But of course this time defer from people to people.",Neutral
1994,"@Bendahara earlier loan today at 8pm (SBIF-18060006) was filled in two seconds. I always set reminder and started refreshing 3 mins before loan starts, managed to squeeze $50 in. I suppose many people do it with the app since it's much faster",Positive
1996,"yeap, SBIF-18060006 was fully funded extremely fast. Managed to add some via manual through website account.",Positive
1997,*** Update *** On MBBT-17120065 repayment due on 15-May: delayed to 15-June and settled on 21-June: 37 days late (with late interests) repayment due on 15-Jun: delayed to 18-July,Negative
1998,"@edn said in [Auto allocation failure](/post/1994): > @Bendahara earlier loan today at 8pm (SBIF-18060006) was filled in two seconds. I always set reminder and started refreshing 3 mins before loan starts, managed to squeeze $50 in. I suppose many people do it with the app since it's much faster  I used app too. Was able to get max allocation.",Positive
2003,I am already a invested with FS Malaysia. Is it possible to invest in FS S'pore without re-registering all over again.  I tried registering with FS S'pore and stopped when I was asked for my Passport details.  Can't understand why passport details are needed.,Neutral
2005,@rajpuga  https://crowdfundtalks.com/topic/73/all-the-p2p-companies-in-malaysia/28 Try this post. This was discussed earlier by the members here previously. :),Neutral
2006,New feature detected. :) And i noticed that this FS Privilege has replaced the diversity indicator.  Any such plan for FS Malaysia?,Neutral
2008,@vamsi7  Err..too early to tell. It depends on the promotions and events that FS is planning for us. Have a discounted service fee for us will be a good start.  :),Positive
2009,"Nice update!   @ktinvest good idea. 1 digit percent is great, as long as FS can sustain  Also a qn, if I invest in FS Indonesia, or Modalku, will my points be cumulated under one same account?",Positive
2010,I do appreciate the Loyalty programme but I do have some concern about it through.,Neutral
2011,"Does this mean people will have priority in allocation? Please don’t do that.  It is not good for small investors and will discourage them.  It also does not promote diversification. Also it is diffucult to earn points as the loans you currently put out are too small.  Please reconsider unless FS has a steady flow of loans that everyone can invest in. In the current environment, I think it is not fair.",Negative
2016,"@vamsi7   My concerns are as per below:   1. Every dollars invested = 1 points. Granted that there are more loans these days, there are times whereby there are not many loans to go around for investment. Hence there could be a case of ""I want to invest but there are not enough loans to go around.""  (Which is a reason why I only top up once or twice only to prevent the money to sit around.)  2. Will there be a case whereby I cannot maintain the tier status due to a lack of loans in that year? Or that will there be a case where I will be less strict on my own assessment of the borrowers to chip into their loans so that I will be less likely to lose my tier status?  3. Manual Queuing - Again this will reduce the chance of those who manually queue on their own for those who are not allocated. That could mean that those in the higher tiers have a distinct advantage in maintaining their tier.  4. Manual placement injection - Refer to the above.   5. Private placements - How does this work? Does it deny those in other tiers below more loans for them to rise in their tier?  6. Deposits within 2 business hours - I understand that FS want to make this a premium service but if FS do have the capabilities to do that,  it should be offer to more tiers instead of just the top tier.   7. Exclusive deals - I feel that this could be extended to more tiers. It will give them more motivations to invest with FS.  On the whole, it is a good idea but it may create a caste system among the FS investors.",Neutral
2017,FSMY automatically opted out my auto invest. How nice. FSMY can automatically opt in and opt out your Auto Invest. So automatic.,Positive
2019,"I realised that recently, the min investment amount became **$20**! And I'm getting much much more auto-allocations. Really appreciate this.",Positive
2022,"@sean-fs   Thanks for addressing the issues. At least 1 to 5, we do have a clearly pictures now.   Same thing goes for number 6 even through I think that if it can be extended to all tiers, it could be a business advantage compare to the rest of the P2P platform.   7. Sorry I meant exclusive partner promotion. Realised that silver can access to exclusive promotions and events.  It is very interesting to see how the future reward programme can be. Thank you for making it interesting.",Positive
2023,@toh-eric same happened  to me.,Neutral
2024,"@jitsheng FSM Malaysia should do same, I. E.  Reduce the min amount from 100 to something lower for small loans.  Also,  for those investors who are investing more than the min amount, e.g., 500, should be automatically reduced to 100 for small loans so that more people  get chance.",Neutral
2028,@rajpuga that's a great idea. Improves diversification.,Positive
2029,"great job team FS.  > Have a discounted service fee for us will be a good start. :)  Yes that would be amazing.  @Bendahara fair point. But any kind of rewards program is inherently designed to encourage people to take action, and is advantageous to people who support the company more, than the ones who support the company less. So its fair to give investors who support more SMEs in Funding Societies some benefits to make them feel valued. FS is not treating smaller tier investors any differently from before, they are just adding some benefits to the higher tiers. This is better compared to other kind of rewards programs where smaller tier users are ""punished"" to encourage them to go to higher tiers.",Positive
2047,"@jomni said in [SBBT\-18050028](/post/1962): > Sorry but I have to rant. :) >  > This borrower likes to do early payment then avail of a new loan at the same time.  What do you think of this scheme? Rate seems to be the same. Though balance increased. Why not just add a new tranche so as not to upset current lenders? We know how hard it is to get a loan allocation in FS these days. >  > I missed palcing on the “refinancing” so its like getting booted out from a comfy loan while others benefited. >  > On the flip side, the borrower’s financials are deteriorating.  Strong cash flow from business but not really making money anymore and have negative equity due to yearly loss from rapid expansion.  The DP probability of default has increased.  Maybe just sour-graping.  not sure if i understood you correctly, but i think there is a red flag. It seems that they are making a loss because they have been paying themselves a very high salary. Borrowed $ to pay themselves???  btw, this is one of the many loans which i was pre-allocated and I had highlighted to @Sean-FS that I did not receive email notifications and was not able to choose if i wish to opt out",Negative
2052,"Hi, since fs has collaboration with money match, will it be possible for investors to access cross border investing, i.e. Malaysians able to invest in Singapore notes and vice versa?  Thanks.",Neutral
2054,"@jomni Hi Jomni, may i know what's the borrower ID? O.o.. Would like to check whether I had invested in similar borrower.  @funfunding Same. I don't normally open the FS app or the website so I always look for email notification on new loans instead. But recently I was not notified on the loans and was auto-invested before I could evaluate the loan. Email had been sent but I didn't receive any reply yet.",Negative
2055,"@vamsi7 said in [Early Loan redemption suggestion](/post/2050): > Thanks, @Bendahara for the feedback.  > Which date and notes are you referring to? Are you able to share a screenshot of the said section? It will be easy for everyone to understand & follow the thread.  Hi below is the example   ![0_1529889548748_36ea842a-648b-4e13-aead-ca7d473f52bf-image.png](/assets/uploads/files/1529889368468-36ea842a-648b-4e13-aead-ca7d473f52bf-image.png)  If we can add the date, then it will be easier for us to track.",Neutral
2057,"@vamsi7 I think this is quite a basic and useful information for investor to keep track on their entire investment portfolio. With this info, I can know how much do I expect to receive (P+I-SF). This info can also help me to calculate my entire ROI. Hope this justifies and I'm sure there are more reasons to it.",Neutral
2059,"Another idea. And whenever a repeated borrower borrows, currently we will have the information of a total amount that we have borrowed/in progress to the borrower. Can we have the following information tabulated? a. Completed loans and list down the loan ID codes b. In-progress and list down the loan ID codes c. Borrower's ID  Currently, when a repeated borrower appears and the platform will show that i have invested RM2000 with this borrower, i need to manually hunt in the portfolio page to match the 'Business Nature' description it to find out where the RM2000 comes from.",Neutral
2062,There’s a lot of loans (Singapore)being put out since last week and looks like I’m now getting allocations most of the time. Thanks FS. Knock on wood.,Negative
2079,I had been automatically opted out by FSMY again from two investment opportunities. I can share my screenshots if you want. May I ask why,Neutral
2095,"@vamsi7 said in [Does Auto Investment guarantee investment?](/post/2085): > What does it mean when the auto-invested amount isn’t the same as the specified amount set by an investor? > There is a possibility that the auto-invested amount is smaller than the specified amount in Auto Investment. In the event that the pre-investment amount for Auto Investment is oversubscribed, the auto-bot will adjust your specific investment amount to allow more investors to participate.  Thanks for the explanation. I did not know this before. Learnt something new today!",Positive
2096,@jomni said in [Auto allocation failure](/post/2062): > There’s a lot of loans (Singapore)being put out since last week and looks like I’m now getting allocations most of the time. Thanks FS. Knock on wood.  Wow nice. I think its because they lowered their minimum investment to 20$. waiting for FS Malaysia to give us a lot of deals too!  ![waiting](https://media.tenor.com/images/21c0e8dc0259f94a7aae44817bd24b1d/tenor.gif),Positive
2101,"@vamsi7 ""auto invest opted out"" is there and it is working.  I myself getting the message for the coming MBBT-18060028. Reason being ""small loan amount"". This is the 3rd time for me. However,  I was successful in the 2 loans immediately  before this. Anyway,  I am not complaining,  as long as it is done fairly for everybody's benefit.  FSMY should seriously consider lowering the minimum investment amount.",Negative
2105,"That is standard procedure. This happens when there are only few loans available.  The system will prioritise those not allocated for a long time in the queue. If balance is small, then the slots are filled immediately.  No choice but to do manual when it opens.  When they lowered investment amount in SG, the chance of getting allocation definitely improved.",Neutral
2111,"Since there are more and more investors and not much increase in the number of investment notes, FS may want to consider setting a cap on the amount that each investor can invest in a single note so there won't be a situation where one or more big investors will take up a major portion.",Neutral
2118,What happened to MBBT 18060028? it disappeared from the screen suddenly around 2pm.,Neutral
2121,"Before the auto bot feature came, I had the flexibility to decide which investment to invest in and how much I wish to invest. It was all a pleasant experience.  But with a increase in the number of investors, and the new bot it makes it difficult.   1. There is very very little amount left for manual investment. it goes off in 1 minute and the system hangs.  2.if you have the bot,  system decides how much you can invest . IF you want to put more you can't . :(  after auto bot came about, i have hardly been able to invest. only my balance keeps increasing. lol  Hope the auto bot investment : manual invest ratio is changed to like 50:50 or something",Negative
2124,@rahulsk1947 I also sia. don't even know why they change..,Neutral
2132,"@rahulsk1947   I am able to opt out and increase to full allocation if I wanted. Just have to be quick. Never experience hanging.  Are you guys in SG or MY. The actual problem is too many investors, too little loans.",Negative
2135,There’s already maximum investor amount per loan right?,Neutral
2139,"@jomni @rajpuga classic market place problem. Supply side is not able to catch up with the demand side. every company has this problem, ride sharing services, dating apps etc. The company which can grow both these sides equally well is going to survive long term.",Neutral
2140,@ktinvest that's an amazing idea. it also helps us to evaluate the existing exposure & previous performance of the borrower which can lead to a much better decision on how much to invest in that note.,Positive
2143,@jomni opt out and increase to full allocation? u must be super fast. I am in Malaysia. I tried manual allocation so many times. its like gone in less than a minute.   And i experience the system to be super slow/hanging around the investment time.,Neutral
2149,Looks like there’s a diff between SG and MY. Faster internet? Server distance (assuming they share and housed in SG). Different loans pipeline (MY has less loans and more competition)?  But I’m just speculating. Don’t know for sure.,Negative
2153,"@rajni123 maybe FS should temporarily stop the referral program reward.  From the take up rate,  it's obvious there are already more potential investors than loans available.  No point in keeping the referral program and getting more investors onboard. It will only result in more investors being frustrated at not being allocated.",Neutral
2154,"Suggestion: FS should temporarily stop the referral program reward. From the take up rate, it's obvious there are already more potential investors than loans available. No point in keeping the referral program and getting more investors onboard. It will only result in more investors being frustrated at not being allocated.",Neutral
2155,"@jitsheng said in [Property backed secured loans from Funding Societies](/post/1346): > I received an email recently from Funding Societies about their new loan, Property Backed Secured Loans. Seems like a very interesting new product. However, I have a few questions about this loan. > 1) It states that the returns is only up to 8%, isn't this lower than their normal loans? > 2) What is the liquidation process, they didn't mention much about what will happen if a default occurs. > 3) Why is there a different trustee (Watiga)? >  > Did anyone of you receive this as well? what are some of your thoughts on this? >  > ![property backed secure loan](/assets/uploads/files/1524475745021-img.png)  Any idea what happened  to above?☝",Neutral
2157,"time is ticking, **21 days** more till this loan is default. Correct me if I'm wrong.",Neutral
2162,**UPDATE as of 30-July-2018** Repayment due on 22-Apr was settled on 21-May: 29 days late Repayment due on 22-May: No status Repayment due on 22-Jun: No status Repayment due on 22-Jul: No status  Default count down: 22 days (20-Aug-2018),Neutral
2163,"@rajpuga I believe the referral program is not the key here. If an investor wants to invest, they will register and proceed with or without referral. Since this is a very competitive market, I believe it is crucial for each platform to grow their market share at the moment. I think more marketing and promotion is needed not just to get investors but also to the borrowers so that they know there is another financing facility available to SMEs. The problem now is that the business only turn into P2P when they are unable to get financing facilities from their usual avenue. FS (or P2P) need to figure a way to be competitive with the establish bankers.",Neutral
2166,"@rahulsk1947 For me, in Malaysia I'm able to manual invest in some of my targeted loan. Based on my experience so far, the loans are normally fully taken up within 2 minutes of crowdfunding.  However for SG, I hardly able to manual invest ><  Try use the funding society app, they refresh much more faster and in my opinion is easier to manual invest. Just make sure you have good internet access.",Neutral
2171,"@sean-fs Hi Sean, thanks for the reply. Yes I did check the repayment note update. It doesn't indicate any estimated time of repayment nor having any clear explanation on why the issuer had broken promise and payment was delayed. To me, the note is equivalent to ""No status"" coz it says next week will only update the investors.  Based on the definition of default repayment, 18 days more for this loan to be in default. I think prompt update from FSMY would be very crucial to build confidence to investors.",Neutral
2178,@jomni i do experience system hanging in MY.,Negative
2187,"How many notes on average are available a month ? So far I have seen, 2 notes. But I couldn't get any.",Negative
2209,Just to find out what will be the benefits if I refer investors to sign up for FS? Tried to find that in the site but I could not get anything.   Had been talking to friends and accidentally psycho them into wanting to sign up.,Neutral
2210,"A few weeks ago, I referred my colleague to sign up, once my colleague invested RM1,000, we both get RM50 creditted to our account.  Edit: Found the link! Here : https://fundingsocieties.com.my/faq , then click the referral tab for the referral faqs.",Neutral
2233,"My personal view is that FS should prioritise the funds to auto investments even if it means that one may be getting the minimum of only 100 or more depending on several other factors which FS can determine.  If the fund get fully subcribed by auto investments, then be it.  I find little joy to wait at 4.00pm trying to bid. This is akin to forcing customer to use a less efficient manual method when automated means is available. Another analogy maybe is like Maybank announcing better FD rates but only if you walk in!  So far Maybank has not listen to me but I hope FS will!",Neutral
2234,"@jomni Why the need to opt out?  Just ""Invest"" and that will just add up to what was pre-allocated.  Right at say 10 sec past 4.00 pm, refresh your apps and hit ""Invest"", slide any amount and hit ""Invest"" to go.  Don't bother to adjust the amount to some specific value.  Need to be fast!  Smaller amount has better chance of success.  So use your judgement, experience depending on the size of the loan.",Neutral
2237,"I sometimes opt out if I don’t like what I see in the fact sheet.  High default prob, very poor financials, low loan rate.  What you say is topping up. When autoallocation gives less than max.  I do manually max out too.",Negative
2238,@jomni Noted!,Neutral
2242,@jonas there is just too much white space between row-to-row and column-to-column. Just make more info viewable on one screen (example 12 inch laptop on full HD resolution).,Neutral
2248,"@rajpuga said in [A little feedback and suggestions to FS](/post/2154): > Suggestion: > FS should temporarily stop the referral program reward. From the take up rate, it's obvious there are already more potential investors than loans available. No point in keeping the referral program and getting more investors onboard. It will only result in more investors being frustrated at not being allocated.  up! concurred!",Neutral
2251,"Wow, @jomni must either have super fast fingers, or super fast internet :) Hahahahaa  I came to this topic because I remember in the 'early' days I still had to top up my account fairly frequently. Nowdays though, always have excess money waiting to be invested. I guess it's a both good and bad problem at the same time. Good because FS is doing well and there is high demand. Bad because my money is idle. Hard to have best of both worlds.  Not complaining at all because I understand that FS has many competing business needs so Autobot is just one way to enhance their services.",Neutral
2256,@dc  I share your views.,Neutral
2304,"@vamsi7 said in [Referral program](/post/2303): > @Bendahara Great job.  > FS SG & FS MY have different referral programs. Do check out the respective FAQ sections. And you can find the referral link to share when you click on the main navigation button and click on the referral tab.  >  > Also, just curious, what made your friends want to signup?  I cannot find the referral in the FAQs for SG side.   We catched up earlier and updated each other on what is going on. They got interested on what is P2P lending  as I mentioned it.   So spend a bit of time to give them some basic information on that. They are basically interested but they are not keen to throw 1,000 dollars per loan deal. So the best place for them is FS since minimum is just 20 bucks.  Not sure if they had signed up or their interest had waned.",Neutral
2309,"This is soon going to be my first default case in FS platform.  Notes from FS: ""Issuer is still unable to service the repayments below as promised. 22 May 2018 22 June 2018 We will continue to engage with customer to negotiate repayment terms to recover the outstanding amount. At the same time, we have issued a payment demand to the Issuer and will pursue other avenues of recovery ie to list them under credit bureau record (which will affect their credit rating) before proceeding with legal action should the account falls into default status. This case will only be considered as default if the first unsettled repayment has exceeded 90 days, which is 20 August 2018. Will update investors when we have new updates.""",Neutral
2310,"As long as the borrower is still in contact, you can still get paid. A have a couple of defaults (in SG) that are fully paid now and only one default where borrower has run away (this one I’m willing to write off already).",Neutral
2311,"@jomni  Thanks for sharing. In total, i have 2 other cases in FS MY similar to this.  Lets see.",Neutral
2312,My first case of default too. I'm also unlucky as I've put in quite a big sum into this loan. My mistake of not diversifying. =(,Negative
2321,"@josephyiong  Diversifying is the way but we do not have the needed quantity of deals/loans to diversify. 6 months into FS MY and accumlated 60deals, 1 bad deal like that will eat into your capital. Furthermore, i have 3 deals like that. All the 3 purple status loans are between 12-15months repayment tenure.  Just endure this long journey and make the best out of it.  :)",Negative
2326,"So yesterday I finally got my 1st **note**.  It seems that the website show less information that the app (Android),  ![alt text](https://i.imgur.com/UzQutcY.jpg) No idea why its still active.  under **the my investment today** it shows the same note as my screenshot above. ![alt text](https://i.imgur.com/GKuPVy4.jpg)  ![alt text](https://i.imgur.com/v2kqWlp.jpg)  got confused on the website as the balance showed -RM200, but displaying only one note. Logged into the app, saw the *whole story*. Maybe the FS team can look into this? or am I missing something",Neutral
2327,@cybreed for Website you need to click the menu icon (the FS logo) and select the portfolio to view detail.,Neutral
2330,"i see, thank you ! I guess I missed it :D  ![shame](https://media.tenor.com/images/3ec48eeb3ffdb5567c27451482b7b356/tenor.gif)",Neutral
2333,"Just wondering, would there be a second property backed secured loans coming up?",Neutral
2338,@cybreed  You got it through autoinvest or manual?,Neutral
2342,@vamsi7  This lowering of minimum investment amount to 20.00 is for FS Malaysia or for Singapore?,Neutral
2344,"@rajpuga I had setup autoinvest. but it looked like it didnt stick. and during that time, 4pm, I was coincidentally infront of my pc, i just clicked invest and manually keyed in. and got it.",Positive
2345,@vamsi7 yeah. was a bit lost![shy](https://media.tenor.com/images/47b8e30612d3c4690b20b769b92d530a/tenor.gif),Negative
2365,@josephyiong  just chanced upon this and curious to understand how come you classified it as default. just checked my portfolio and i invested in the loan as well but it's status is not default yet. i do have defaults in sg platform and it will normally be stated as 'default' leh.  is it fs is not updating on time? or is it the status not deemed default yet since it's not 90 days since the earliest due date? i checked with their cs today and default rate still at 0%.  might be good for fs clarify since what you shared could be misleading to other investors on this note.  hope the fs team can respond soon so we are all aligned. thank you.,Negative
2366,"@bigboiboi  ya i was also thinking the same, been some time since the first one.  i checked with the team via live chat today and they told me nothing 100% in the pipeline yet but they are reviewing a number of cases.  if all good, should get 1 to invest before end of this month. might be good time to move more money to fs soon in case the demand is very high hahahaha. no choice must have kiasu mentality since all the loans get taken up super fast sia",Neutral
